Code du département,Code de la commune,Code sexe,codesPostaux,population,zone,etiquette_politique,communes_voisines,resultats_votes,emploi_actifs,emploi_retraites,socio_pro,pauvrete_ensemble,natalite,mortalite,diplome_bac,diplome_bac5_plus
74,74012,M,74100,37595.0,metro,Divers gauche,,"{'LDVG': 50.02, 'LDVD': 40.31, 'LRN': 9.65}",65.1,2.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.3, 'Cadres': 15.2, 'Profession intermédiaire': 25.5, 'Employé': 33.6, 'Ouvrier': 17.3}",22.0,17.1,5.5,19.5,11.3
74,74042,M,74130,13320.0,metro,Divers droite,74800,"{'LDVD': 77.52, 'LECO': 22.47}",71.0,4.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 14.8, 'Profession intermédiaire': 26.6, 'Employé': 24.2, 'Ouvrier': 28.6}",12.0,13.4,6.6,18.1,9.5
74,74081,M,74300,17366.0,metro,,,"{'LDVD': 24.72, 'LRN': 9.78}",67.3,4.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 21.0, 'Profession intermédiaire': 27.7, 'Employé': 21.0, 'Ouvrier': 24.2}",17.0,12.6,7.6,16.8,5.2
74,74133,M,74240,11054.0,metro,,74100,"{'LDVD': 59.82, 'LDIV': 40.17}",63.3,3.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 15.4, 'Profession intermédiaire': 26.0, 'Employé': 29.9, 'Ouvrier': 21.9}",24.0,11.3,7.1,19.7,12.7
74,74208,M,74190,10852.0,metro,Divers gauche,74700,"{'LDVG': 61.61, 'LDIV': 38.38}",74.8,6.9,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 8.5, 'Cadres': 21.3, 'Profession intermédiaire': 25.7, 'Employé': 22.9, 'Ouvrier': 21.2}",9.0,9.7,9.1,18.6,8.9
74,74224,M,74800,11239.0,metro,,,"{'LECO': 40.78, 'LDVD': 31.59, 'LDVC': 27.61}",74.5,4.2,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 7.3, 'Cadres': 14.5, 'Profession intermédiaire': 33.7, 'Employé': 26.9, 'Ouvrier': 17.2}",11.0,11.7,6.9,16.6,13.9
74,74225,M,74150,16082.0,metro,,,"{'LDVD': 30.56, 'LDIV': 31.34}",72.2,4.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 14.5, 'Profession intermédiaire': 26.8, 'Employé': 21.1, 'Ouvrier': 30.5}",11.0,12.7,8.4,19.6,5.8
74,74243,F,74160,15925.0,metro,Divers,,"{'LDIV': 59.87, 'LUC': 40.12}",69.7,2.1,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 15.5, 'Profession intermédiaire': 29.5, 'Employé': 35.1, 'Ouvrier': 12.5}",15.0,14.0,5.0,17.7,18.8
74,74256,M,74700,17041.0,metro,Divers droite,74300,"{'LDVD': 43.55, 'LDIV': 35.71, 'LECO': 20.72}",77.2,5.9,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 9.4, 'Cadres': 13.5, 'Profession intermédiaire': 29.0, 'Employé': 27.2, 'Ouvrier': 20.4}",9.0,10.5,9.0,17.9,9.7
74,74281,M,74200,37689.0,metro,Divers droite,,"{'LDVD': 48.35, 'LDVG': 27.38, 'LDIV': 24.25}",69.7,4.0,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 8.2, 'Cadres': 15.1, 'Profession intermédiaire': 28.2, 'Employé': 31.3, 'Ouvrier': 17.0}",15.0,12.7,11.1,17.7,11.1
74,74298,M,74100,10412.0,metro,,,{'LDVD': 100.0},71.4,3.1,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 7.3, 'Cadres': 13.8, 'Profession intermédiaire': 33.9, 'Employé': 23.7, 'Ouvrier': 20.9}",,13.4,5.4,18.9,14.2
75,75056,F,"75001,75002,75003,75004,75005,75006,75007,75008,75009,75010,75011,75012,75013,75014,75015,75016,75017,75018,75019,75020,75116",2113705.0,metro,,,{},70.4,2.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 40.3, 'Profession intermédiaire': 23.8, 'Employé': 22.0, 'Ouvrier': 8.8}",16.0,12.5,6.7,12.2,42.3
76,76057,M,76360,12227.0,metro,Divers gauche,,{'LDVG': 100.0},65.0,6.5,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 10.4, 'Profession intermédiaire': 24.4, 'Employé': 38.1, 'Ouvrier': 22.2}",15.0,11.4,10.3,17.6,4.2
76,76108,M,76230,14497.0,metro,Divers,76130,"{'LDIV': 46.52, 'LDVD': 40.21, 'LREM': 13.26}",69.7,5.8,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 4.2, 'Cadres': 24.7, 'Profession intermédiaire': 32.2, 'Employé': 30.6, 'Ouvrier': 8.0}",6.0,7.7,12.3,14.0,26.0
76,76114,M,76210,11618.0,metro,Divers,,"{'LDIV': 7.78, 'LDVD': 20.48, 'LDVG': 13.17, 'LFI': 7.96}",58.0,5.6,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 12.7, 'Profession intermédiaire': 32.5, 'Employé': 29.3, 'Ouvrier': 20.2}",23.0,12.8,13.1,17.0,4.5
76,76157,M,76380,14420.0,metro,,"76140,76120",{'LUG': 100.0},56.2,5.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 10.7, 'Profession intermédiaire': 33.7, 'Employé': 27.4, 'Ouvrier': 24.5}",29.0,13.5,8.5,16.3,6.0
76,76165,M,76320,10414.0,metro,Divers gauche,76500,{'LDVG': 100.0},59.4,7.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 10.8, 'Profession intermédiaire': 21.1, 'Employé': 28.8, 'Ouvrier': 33.1}",22.0,11.1,13.2,17.8,4.9
76,76216,F,76250,10690.0,metro,,"76130,76150","{'LDVG': 51.71, 'LUG': 48.28}",65.3,4.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 19.8, 'Profession intermédiaire': 30.0, 'Employé': 23.5, 'Ouvrier': 20.8}",24.0,13.1,9.5,16.3,8.8
76,76217,M,"76200,76370",28599.0,metro,Parti Communiste Francais,,"{'LCOM': 61.41, 'LDVD': 17.72, 'LDVC': 10.96, 'LRN': 8.55, 'LEXG': 1.33}",53.6,9.1,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 12.4, 'Profession intermédiaire': 27.5, 'Employé': 34.3, 'Ouvrier': 19.6}",26.0,9.7,16.3,14.9,5.8
76,76231,M,76500,15774.0,metro,Parti socialiste,76320,"{'LSOC': 65.92, 'LEXD': 15.75, 'LVEC': 11.31, 'LDIV': 7.0}",53.8,5.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 14.8, 'Profession intermédiaire': 29.5, 'Employé': 31.4, 'Ouvrier': 18.4}",34.0,16.2,11.0,16.8,3.8
76,76259,M,76400,17961.0,metro,,,"{'LDVD': 51.51, 'LUG': 48.48}",56.8,9.3,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 6.2, 'Cadres': 11.5, 'Profession intermédiaire': 26.9, 'Employé': 36.9, 'Ouvrier': 18.1}",20.0,8.9,14.9,14.1,4.7
76,76322,M,76120,25954.0,metro,Union de la gauche,"76380,76140","{'LUG': 79.76, 'LRN': 20.23}",63.3,7.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.3, 'Cadres': 12.8, 'Profession intermédiaire': 27.7, 'Employé': 25.4, 'Ouvrier': 30.5}",16.0,10.0,10.3,18.1,3.8
76,76351,M,"76600,76610,76620",166462.0,metro,Divers Centre,76290,"{'LDVC': 58.83, 'LDVG': 41.16}",57.1,6.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.4, 'Cadres': 15.5, 'Profession intermédiaire': 28.0, 'Employé': 29.5, 'Ouvrier': 22.5}",23.0,12.8,11.2,16.4,8.2
76,76410,M,76150,11005.0,metro,Divers gauche,76250,"{'LDVG': 83.32, 'LDVD': 16.67}",58.4,6.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.2, 'Cadres': 11.2, 'Profession intermédiaire': 32.2, 'Employé': 23.4, 'Ouvrier': 29.0}",26.0,12.9,10.0,16.1,4.4
76,76447,M,76290,15671.0,metro,Union de la gauche,,"{'LUG': 62.71, 'LDVD': 37.28}",65.8,8.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.2, 'Cadres': 13.6, 'Profession intermédiaire': 36.4, 'Employé': 35.3, 'Ouvrier': 12.5}",10.0,9.3,10.7,18.1,6.9
76,76451,F,76130,20188.0,metro,Union de la droite,"76250,76230","{'LUD': 49.97, 'LDVG': 35.89, 'LREM': 14.12}",55.6,3.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.2, 'Cadres': 32.6, 'Profession intermédiaire': 28.3, 'Employé': 28.7, 'Ouvrier': 7.0}",10.0,8.1,9.8,14.3,28.3
76,76476,F,"76170,76330",10392.0,metro,Divers,,"{'LDIV': 71.41, 'LRN': 15.87, 'LDVG': 12.7}",64.8,7.5,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 15.1, 'Profession intermédiaire': 31.8, 'Employé': 17.3, 'Ouvrier': 31.8}",12.0,11.3,9.3,19.9,3.4
76,76484,M,76350,12287.0,metro,Parti Communiste Francais,76800,"{'LCOM': 76.71, 'LDIV': 16.1, 'LEXG': 7.18}",62.0,6.2,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 9.6, 'Profession intermédiaire': 19.2, 'Employé': 43.7, 'Ouvrier': 22.7}",20.0,13.6,10.3,20.3,4.3
76,76498,F,76140,21935.0,metro,Union de la gauche,"76300,76120","{'LUG': 56.19, 'LRN': 23.38, 'LUC': 11.93, 'LFI': 8.49}",61.3,4.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.9, 'Cadres': 14.7, 'Profession intermédiaire': 29.1, 'Employé': 23.9, 'Ouvrier': 28.4}",25.0,16.5,8.5,16.3,7.4
76,76540,M,"76000,76100",116331.0,metro,Union de la gauche,"76140,76130","{'LUG': 67.12, 'LDVD': 32.87}",58.4,3.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 22.6, 'Profession intermédiaire': 30.6, 'Employé': 28.9, 'Ouvrier': 13.4}",23.0,12.7,7.9,17.2,19.9
76,76575,M,76800,28653.0,metro,Union de la gauche,76300,"{'LUG': 78.94, 'LDVC': 13.68, 'LEXG': 7.37}",53.1,6.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.0, 'Cadres': 16.7, 'Profession intermédiaire': 28.7, 'Employé': 23.0, 'Ouvrier': 28.4}",27.0,13.9,9.2,16.7,5.3
76,76681,M,76300,29039.0,metro,,76140,"{'LDVG': 48.41, 'LUG': 27.48, 'LRN': 14.64, 'LDIV': 9.45}",61.7,6.6,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.5, 'Cadres': 14.7, 'Profession intermédiaire': 30.4, 'Employé': 27.3, 'Ouvrier': 21.9}",19.0,12.7,12.5,16.1,8.1
76,76758,M,76190,11548.0,metro,,,"{'LDVG': 56.7, 'LDVC': 29.59, 'LUC': 13.69}",64.3,8.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 14.0, 'Profession intermédiaire': 27.1, 'Employé': 35.5, 'Ouvrier': 18.2}",16.0,8.7,15.9,15.1,6.8
77,77014,F,77210,13526.0,metro,Les Républicains,,"{'LLR': 60.22, 'LDVG': 39.77}",69.3,4.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.2, 'Cadres': 23.1, 'Profession intermédiaire': 27.3, 'Employé': 28.7, 'Ouvrier': 14.5}",15.0,12.3,9.6,17.0,19.4
77,77053,M,77170,18999.0,metro,Parti socialiste,,"{'LSOC': 51.21, 'LDVC': 38.68, 'LRN': 10.09}",71.6,3.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 14.4, 'Profession intermédiaire': 27.0, 'Employé': 25.3, 'Ouvrier': 26.1}",11.0,14.8,7.7,19.4,8.5
77,77058,M,77600,26334.0,metro,Les Républicains,,"{'LLR': 19.88, 'LDVD': 32.12}",71.2,2.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 23.9, 'Profession intermédiaire': 30.7, 'Employé': 21.8, 'Ouvrier': 18.8}",12.0,15.0,3.0,17.8,25.2
77,77083,F,77420,26661.0,metro,Divers gauche,"93160,77186","{'LDVG': 17.72, 'LREM': 25.27, 'LLR': 10.11}",62.5,4.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 39.8, 'Profession intermédiaire': 25.4, 'Employé': 21.8, 'Ouvrier': 7.9}",17.0,13.3,4.6,18.9,15.9
77,77108,M,77500,54372.0,metro,Union de la droite,93370,"{'LUD': 54.81, 'LDIV': 16.92, 'LECO': 9.61, 'LSOC': 7.36, 'LRN': 5.72, 'LDVG': 4.79, 'LEXG': 0.76}",68.8,4.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.1, 'Cadres': 15.6, 'Profession intermédiaire': 26.1, 'Employé': 28.0, 'Ouvrier': 23.2}",16.0,16.4,6.2,17.9,12.6
77,77131,F,77120,15696.0,metro,,,"{'LDVC': 58.84, 'LDVG': 30.03, 'LDIV': 11.12}",64.2,5.6,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 11.3, 'Profession intermédiaire': 27.9, 'Employé': 35.3, 'Ouvrier': 18.4}",19.0,13.1,9.9,18.3,6.4
77,77152,M,77190,23252.0,metro,Divers droite,"77000,77350","{'LDVD': 49.52, 'LCOM': 29.63, 'LDIV': 20.83}",61.1,4.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 16.2, 'Profession intermédiaire': 33.1, 'Employé': 29.3, 'Ouvrier': 16.5}",23.0,17.4,6.5,17.9,9.1
77,77183,M,77260,10004.0,metro,Divers droite,,"{'LDVD': 75.95, 'LDVG': 24.04}",67.4,3.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 11.0, 'Cadres': 13.5, 'Profession intermédiaire': 25.8, 'Employé': 32.5, 'Ouvrier': 17.2}",17.0,13.7,11.9,19.4,8.9
77,77186,M,77300,15787.0,metro,,77210,"{'LDVC': 60.37, 'LLR': 39.62}",64.8,3.3,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 7.7, 'Cadres': 24.1, 'Profession intermédiaire': 27.8, 'Employé': 31.1, 'Ouvrier': 8.8}",13.0,9.0,9.4,16.1,27.0
77,77243,M,77400,21433.0,metro,Divers Centre,77600,"{'LDVC': 54.41, 'LECO': 26.95, 'LUG': 18.63}",70.0,5.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.6, 'Cadres': 17.1, 'Profession intermédiaire': 29.0, 'Employé': 23.7, 'Ouvrier': 22.6}",13.0,13.4,6.4,18.6,13.4
77,77258,M,77185,14678.0,metro,,77186,"{'LSOC': 68.62, 'LDIV': 14.14, 'LREM': 12.44, 'LEXG': 4.77}",68.4,4.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.0, 'Cadres': 27.8, 'Profession intermédiaire': 25.4, 'Employé': 28.3, 'Ouvrier': 14.4}",17.0,15.8,3.6,20.1,15.8
77,77284,M,77100,56659.0,metro,Les Républicains,,"{'LLR': 76.35, 'LDIV': 12.25, 'LDVG': 6.76, 'LUG': 4.61}",64.6,3.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 15.6, 'Profession intermédiaire': 29.4, 'Employé': 31.6, 'Ouvrier': 18.3}",23.0,17.3,6.9,19.6,8.8
77,77285,M,77350,19527.0,metro,Union des Démocrates et des Indépendants,"77000,77190","{'LUDI': 60.21, 'LDVG': 39.78}",61.8,4.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 14.1, 'Profession intermédiaire': 31.6, 'Employé': 31.4, 'Ouvrier': 16.1}",24.0,17.1,7.0,21.2,7.2
77,77288,M,77000,43685.0,metro,,77350,"{'LDVC': 50.59, 'LUG': 30.26, 'LLR': 19.13}",62.9,2.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 20.5, 'Profession intermédiaire': 30.3, 'Employé': 32.4, 'Ouvrier': 13.0}",26.0,20.0,7.1,19.4,12.5
77,77305,M,77130,21840.0,metro,Union des Démocrates et des Indépendants,,"{'LUDI': 53.55, 'LDVD': 46.44}",50.6,3.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 11.3, 'Profession intermédiaire': 25.9, 'Employé': 29.0, 'Ouvrier': 28.4}",37.0,15.8,8.3,18.1,3.6
77,77307,M,77144,14847.0,metro,Divers Centre,77600,{'LDVC': 35.16},79.5,2.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 27.3, 'Profession intermédiaire': 29.0, 'Employé': 23.7, 'Ouvrier': 13.3}",9.0,19.3,2.5,22.8,17.1
77,77316,M,77250,12576.0,metro,Divers gauche,,"{'LDVG': 50.11, 'LDVC': 49.88}",71.4,6.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.1, 'Cadres': 23.9, 'Profession intermédiaire': 28.7, 'Employé': 27.1, 'Ouvrier': 12.1}",7.0,8.5,10.0,17.9,14.7
77,77333,F,77140,13118.0,metro,Les Républicains,,"{'LLR': 57.07, 'LDVD': 24.75, 'LDVG': 5.34}",58.6,4.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.6, 'Cadres': 12.8, 'Profession intermédiaire': 28.4, 'Employé': 32.1, 'Ouvrier': 20.0}",24.0,12.6,9.3,17.3,6.1
77,77337,M,77186,15927.0,metro,Union de la gauche,"77420,77200,77185","{'LUG': 68.63, 'LDVG': 17.98, 'LDVC': 13.38}",64.6,3.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.9, 'Cadres': 33.1, 'Profession intermédiaire': 26.4, 'Employé': 25.5, 'Ouvrier': 10.9}",21.0,14.9,6.2,18.4,12.2
77,77350,F,77330,20969.0,metro,,77680,"{'LLR': 40.22, 'LDVC': 21.32}",69.7,5.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 10.2, 'Cadres': 16.2, 'Profession intermédiaire': 28.0, 'Employé': 22.9, 'Ouvrier': 22.5}",9.0,10.3,5.1,18.7,10.9
77,77373,M,77340,38941.0,metro,Divers gauche,"94420,77680,94510","{'LDVG': 14.85, 'LDVD': 12.9, 'LRN': 11.8}",69.7,4.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.8, 'Cadres': 12.1, 'Profession intermédiaire': 26.3, 'Employé': 34.3, 'Ouvrier': 18.6}",12.0,13.0,5.7,20.3,9.5
77,77379,M,77160,11824.0,metro,Les Républicains,,"{'LLR': 66.58, 'LDVC': 33.41}",58.4,5.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 14.1, 'Profession intermédiaire': 27.2, 'Employé': 35.4, 'Ouvrier': 16.4}",27.0,13.2,13.0,16.2,7.9
77,77390,M,77680,23521.0,metro,Divers Centre,77330,"{'LDVC': 59.33, 'LUG': 19.67, 'LCOM': 12.67, 'LDIV': 8.31}",67.6,4.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 13.9, 'Profession intermédiaire': 25.4, 'Employé': 30.7, 'Ouvrier': 24.7}",13.0,12.9,5.8,20.1,9.8
77,77407,F,77310,15117.0,metro,Divers gauche,77240,"{'LDVG': 44.4, 'LDVD': 22.93}",71.0,6.0,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 11.1, 'Cadres': 16.2, 'Profession intermédiaire': 26.8, 'Employé': 26.8, 'Ouvrier': 18.5}",9.0,12.7,7.6,21.2,10.6
77,77464,M,77400,10405.0,metro,Divers Centre,,"{'LDVC': 46.99, 'LDVG': 10.85}",71.6,4.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 11.0, 'Cadres': 20.6, 'Profession intermédiaire': 24.1, 'Employé': 29.4, 'Ouvrier': 14.8}",10.0,14.5,5.2,18.7,12.6
77,77468,M,77200,22939.0,metro,Union de la gauche,"77360,77600,77400","{'LUG': 81.9, 'LDVG': 9.29, 'LDVC': 8.8}",68.2,3.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 18.5, 'Profession intermédiaire': 27.8, 'Employé': 28.7, 'Ouvrier': 20.3}",19.0,15.6,4.8,20.0,11.7
77,77479,F,77360,13791.0,metro,Divers Centre,"77186,77200","{'LDVC': 34.62, 'LDVD': 32.11, 'LDVG': 19.42, 'LUC': 13.84}",68.9,5.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.6, 'Cadres': 17.8, 'Profession intermédiaire': 30.1, 'Employé': 28.6, 'Ouvrier': 14.8}",12.0,12.4,5.9,19.2,12.9
77,77487,M,77000,11378.0,metro,Divers gauche,,"{'LDVG': 57.87, 'LDVD': 42.12}",70.6,6.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 14.4, 'Profession intermédiaire': 31.4, 'Employé': 24.3, 'Ouvrier': 24.1}",7.0,9.5,5.4,19.6,11.5
78,78005,M,78260,21663.0,metro,Divers droite,"78700,78570","{'LDVD': 56.28, 'LUG': 29.7, 'LDVC': 14.01}",70.3,3.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.2, 'Cadres': 20.0, 'Profession intermédiaire': 29.8, 'Employé': 25.7, 'Ouvrier': 18.3}",14.0,16.4,4.4,18.4,16.4
78,78015,M,78570,13663.0,metro,Europe Écologie Les Verts,78510,"{'LVEC': 44.97, 'LDVD': 40.28, 'LDVC': 14.73}",75.0,3.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 11.1, 'Cadres': 18.6, 'Profession intermédiaire': 31.3, 'Employé': 24.0, 'Ouvrier': 15.0}",7.0,13.0,5.9,17.9,21.6
78,78029,M,78410,12540.0,metro,Divers droite,,"{'LDVD': 51.81, 'LDVC': 42.06, 'LEXG': 6.11}",65.0,6.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 15.1, 'Profession intermédiaire': 29.0, 'Employé': 22.9, 'Ouvrier': 29.5}",15.0,13.9,6.5,19.4,7.2
78,78073,M,78390,16225.0,metro,Divers droite,"78330,78180,78450","{'LDVD': 63.66, 'LDVG': 36.33}",71.0,3.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 15.9, 'Profession intermédiaire': 27.2, 'Employé': 36.1, 'Ouvrier': 14.8}",7.0,13.6,4.1,17.8,16.7
78,78123,M,78955,19951.0,metro,Écologiste,78300,"{'LECO': 47.17, 'LDVD': 34.37, 'LDIV': 18.44}",68.9,3.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 28.0, 'Profession intermédiaire': 27.5, 'Employé': 22.2, 'Ouvrier': 17.4}",18.0,21.7,5.9,14.3,20.3
78,78124,M,78420,15002.0,metro,Divers droite,"78800,92000,78400","{'LDVD': 52.42, 'LECO': 33.67, 'LDVC': 13.9}",71.6,3.7,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 7.3, 'Cadres': 26.8, 'Profession intermédiaire': 25.5, 'Employé': 23.4, 'Ouvrier': 16.7}",8.0,10.7,4.4,14.4,29.9
78,78126,M,78170,20440.0,metro,Divers droite,,"{'LDVD': 21.17, 'LDVG': 15.45}",68.6,4.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 7.6, 'Cadres': 28.8, 'Profession intermédiaire': 27.6, 'Employé': 26.3, 'Ouvrier': 9.5}",10.0,10.4,6.9,15.4,27.7
78,78138,F,78570,10793.0,metro,Divers droite,78510,"{'LDVD': 63.24, 'LDVC': 36.75}",60.7,3.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.3, 'Cadres': 16.5, 'Profession intermédiaire': 26.7, 'Employé': 24.8, 'Ouvrier': 24.7}",23.0,18.0,6.5,18.8,9.7
78,78146,F,78400,30054.0,metro,Divers droite,"78110,78290,78420","{'LDVD': 75.21, 'LDVG': 24.78}",72.7,3.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.3, 'Cadres': 31.7, 'Profession intermédiaire': 28.4, 'Employé': 24.0, 'Ouvrier': 7.5}",7.0,11.5,6.9,13.5,34.6
78,78158,M,78150,31064.0,metro,Divers Centre,78170,"{'LDVC': 50.44, 'LLR': 49.55}",71.3,3.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 22.9, 'Profession intermédiaire': 31.4, 'Employé': 34.1, 'Ouvrier': 6.8}",6.0,9.0,8.7,15.3,33.6
78,78165,M,78340,16940.0,metro,Divers droite,"78370,78390,78450","{'LDVD': 41.82, 'LDVG': 36.54, 'LDVC': 21.63}",71.6,4.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 25.0, 'Profession intermédiaire': 25.9, 'Employé': 28.2, 'Ouvrier': 14.9}",11.0,11.6,5.7,18.2,13.6
78,78172,M,78700,36306.0,metro,Divers droite,"95610,78260","{'LDVD': 51.91, 'LUG': 33.8, 'LDVC': 5.07, 'LECO': 4.22, 'LDVG': 3.56, 'LEXG': 1.4}",70.5,4.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 17.8, 'Profession intermédiaire': 27.6, 'Employé': 28.7, 'Ouvrier': 19.1}",11.0,13.9,8.4,16.2,17.9
78,78190,M,78290,10580.0,metro,Divers droite,78110,"{'LDVD': 68.04, 'LECO': 31.95}",70.7,3.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 33.9, 'Profession intermédiaire': 26.0, 'Employé': 20.0, 'Ouvrier': 12.8}",6.0,8.8,7.0,11.8,40.7
78,78208,M,78990,26348.0,metro,Divers droite,"78310,78190","{'LDVD': 56.93, 'LDVG': 30.56, 'LREM': 12.5}",72.1,3.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.6, 'Cadres': 50.2, 'Profession intermédiaire': 22.8, 'Employé': 15.2, 'Ouvrier': 9.1}",11.0,15.0,4.2,18.3,17.0
