Code du département,Code de la commune,Code sexe,codesPostaux,population,zone,etiquette_politique,communes_voisines,resultats_votes,emploi_actifs,emploi_retraites,socio_pro,pauvrete_ensemble,natalite,mortalite,diplome_bac,diplome_bac5_plus
78,78242,M,78330,13640.0,metro,Divers droite,"78390,78210","{'LDVD': 74.34, 'LDVG': 25.65}",72.4,3.2,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 9.4, 'Cadres': 16.6, 'Profession intermédiaire': 31.0, 'Employé': 28.1, 'Ouvrier': 14.7}",11.0,13.3,5.3,17.0,21.4
78,78297,M,78280,29758.0,metro,Divers gauche,"78180,78960","{'LDVG': 51.47, 'LDVC': 32.04, 'LREM': 16.48}",68.3,4.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 1.8, 'Cadres': 56.0, 'Profession intermédiaire': 24.4, 'Employé': 11.9, 'Ouvrier': 5.9}",14.0,15.2,3.4,17.8,21.9
78,78311,M,78800,33617.0,metro,Divers Centre,"78500,95870,78420","{'LDVC': 37.45, 'LUG': 15.89}",74.5,3.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 10.2, 'Cadres': 19.3, 'Profession intermédiaire': 25.8, 'Employé': 33.5, 'Ouvrier': 11.1}",9.0,14.2,5.7,13.5,29.7
78,78335,M,78520,17584.0,metro,,78711,"{'LCOM': 44.26, 'LDVD': 33.19, 'LDVG': 22.54}",60.4,4.5,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 3.2, 'Cadres': 19.0, 'Profession intermédiaire': 28.0, 'Employé': 25.7, 'Ouvrier': 23.7}",21.0,20.5,5.7,19.3,6.4
78,78358,M,78600,22855.0,metro,Les Républicains,78500,"{'LLR': 45.91, 'LDVD': 7.44, 'LUG': 8.79}",76.1,3.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 7.6, 'Cadres': 25.2, 'Profession intermédiaire': 29.7, 'Employé': 25.7, 'Ouvrier': 11.7}",6.0,12.0,8.8,12.0,41.7
78,78361,M,78200,44246.0,metro,Divers droite,"78711,78520","{'LDVD': 72.19, 'LDVG': 22.33, 'LEXG': 5.46}",54.7,3.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 16.3, 'Profession intermédiaire': 30.9, 'Employé': 32.5, 'Ouvrier': 15.4}",32.0,17.7,6.8,18.1,9.5
78,78362,M,78711,21874.0,metro,Divers Centre,78200,"{'LDVC': 55.84, 'LRN': 44.15}",62.4,3.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 16.8, 'Profession intermédiaire': 26.5, 'Employé': 24.8, 'Ouvrier': 26.0}",22.0,18.8,6.6,16.9,8.9
78,78372,M,78160,16619.0,metro,Divers droite,,"{'LDVD': 52.4, 'LDVC': 31.37, 'LUG': 16.21}",72.5,4.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 33.7, 'Profession intermédiaire': 24.5, 'Employé': 27.6, 'Ouvrier': 7.5}",7.0,10.4,7.6,15.4,29.4
78,78383,M,78310,19960.0,metro,Divers droite,,"{'LDVD': 10.51, 'LDVC': 20.38, 'LDVG': 17.97}",72.1,3.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 20.3, 'Profession intermédiaire': 28.9, 'Employé': 26.9, 'Ouvrier': 18.8}",9.0,12.2,6.4,18.8,16.5
78,78418,F,78360,14606.0,metro,Divers droite,"78110,78600,78400","{'LDVD': 53.6, 'LREM': 31.68, 'LDIV': 14.71}",71.4,4.9,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.7, 'Cadres': 18.1, 'Profession intermédiaire': 27.1, 'Employé': 32.1, 'Ouvrier': 16.6}",6.0,9.3,5.6,14.9,25.9
78,78423,M,78180,32150.0,metro,Divers droite,"78390,78960,78190","{'LDVD': 62.7, 'LECO': 26.63, 'LDVG': 10.66}",71.1,5.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.6, 'Cadres': 46.6, 'Profession intermédiaire': 26.2, 'Employé': 19.2, 'Ouvrier': 5.3}",7.0,11.8,4.1,14.2,29.4
78,78440,M,78130,34151.0,metro,Divers gauche,,"{'LDVG': 13.91, 'LDVD': 27.39}",56.9,3.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.0, 'Cadres': 29.4, 'Profession intermédiaire': 25.3, 'Employé': 21.5, 'Ouvrier': 19.9}",27.0,18.6,5.4,17.0,7.2
78,78481,F,78230,15858.0,metro,Divers droite,78110,"{'LDVD': 74.98, 'LDVG': 25.01}",71.7,3.9,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 40.9, 'Profession intermédiaire': 27.4, 'Employé': 19.3, 'Ouvrier': 6.8}",9.0,11.1,8.5,14.6,32.6
78,78490,F,78370,31971.0,metro,Divers droite,78340,"{'LDVD': 43.99, 'LDVC': 32.01, 'LDVG': 23.98}",69.1,4.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 23.2, 'Profession intermédiaire': 28.0, 'Employé': 30.0, 'Ouvrier': 15.1}",12.0,14.2,6.0,17.8,16.7
78,78498,F,78300,40792.0,metro,,78955,"{'LDVD': 75.6, 'LDIV': 3.99, 'LEXG': 3.27}",69.1,3.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.3, 'Cadres': 28.9, 'Profession intermédiaire': 27.2, 'Employé': 23.5, 'Ouvrier': 17.1}",16.0,17.4,7.2,15.8,20.6
78,78517,F,78120,27145.0,metro,Divers droite,,"{'LDVD': 46.84, 'LECO': 37.06, 'LREM': 16.09}",70.8,5.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 22.6, 'Profession intermédiaire': 28.0, 'Employé': 30.8, 'Ouvrier': 13.9}",8.0,11.4,7.9,15.4,21.4
78,78545,F,78210,20451.0,metro,,,"{'LDVD': 55.59, 'LDIV': 44.4}",74.0,2.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 23.0, 'Profession intermédiaire': 31.1, 'Employé': 27.3, 'Ouvrier': 11.7}",12.0,16.6,5.6,15.0,28.4
78,78551,M,"78100,78112",45286.0,metro,Divers droite,"78600,78260,78360","{'LDVD': 9.39, 'LUG': 16.68}",69.2,2.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 28.1, 'Profession intermédiaire': 29.9, 'Employé': 27.9, 'Ouvrier': 8.1}",9.0,10.4,7.0,12.8,38.0
78,78586,M,78500,51570.0,metro,Les Républicains,"78800,95870,78600","{'LLR': 62.27, 'LDVG': 4.15, 'LSOC': 9.44}",70.0,4.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 18.7, 'Profession intermédiaire': 27.6, 'Employé': 27.5, 'Ouvrier': 19.0}",13.0,15.9,7.0,14.7,19.8
78,78621,M,78190,34276.0,metro,Divers gauche,"78390,78180,78990","{'LDVG': 22.4, 'LDVD': 37.18}",60.5,3.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.5, 'Cadres': 25.2, 'Profession intermédiaire': 31.5, 'Employé': 18.3, 'Ouvrier': 21.4}",27.0,19.1,4.2,18.1,8.3
78,78624,M,78510,12386.0,metro,Divers,78570,"{'LDIV': 35.64, 'LDVC': 16.83}",73.9,3.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 11.3, 'Cadres': 21.0, 'Profession intermédiaire': 27.8, 'Employé': 27.1, 'Ouvrier': 12.8}",7.0,12.4,5.6,16.4,20.3
78,78640,M,78140,22481.0,metro,Divers droite,"92370,78220","{'LDVD': 4.57, 'LDVG': 15.51}",77.3,4.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 1.6, 'Cadres': 53.6, 'Profession intermédiaire': 20.5, 'Employé': 17.1, 'Ouvrier': 7.2}",8.0,12.8,6.3,17.4,24.0
78,78642,M,78480,16112.0,metro,LREM,78130,"{'LREM': 36.3, 'LDVD': 35.5, 'LDIV': 20.33, 'LUG': 7.84}",69.8,4.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.5, 'Cadres': 20.4, 'Profession intermédiaire': 28.8, 'Employé': 27.1, 'Ouvrier': 15.1}",9.0,12.1,6.0,16.4,21.5
78,78646,M,78000,83918.0,metro,Divers droite,78150,"{'LDVD': 10.56, 'LECO': 7.81, 'LDVC': 6.58, 'LRN': 6.0, 'LDVG': 5.92}",70.1,2.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 31.5, 'Profession intermédiaire': 27.1, 'Employé': 28.1, 'Ouvrier': 8.5}",7.0,12.7,7.5,13.3,41.2
78,78650,M,78110,15712.0,metro,LREM,"78290,78400,78230","{'LREM': 32.53, 'LLR': 31.64, 'LDVD': 17.5}",70.0,3.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 9.1, 'Cadres': 29.4, 'Profession intermédiaire': 24.9, 'Employé': 27.9, 'Ouvrier': 8.6}",5.0,9.6,7.2,10.5,49.4
78,78674,M,78450,11568.0,metro,Divers Centre,"78330,78340","{'LDVC': 25.68, 'LDVD': 18.59}",73.5,4.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 11.6, 'Cadres': 20.3, 'Profession intermédiaire': 32.3, 'Employé': 24.4, 'Ouvrier': 11.4}",5.0,12.5,4.7,18.0,21.1
78,78686,M,78220,16943.0,metro,Divers droite,"92370,78140,92410","{'LDVD': 55.67, 'LDVC': 22.35, 'LDVG': 21.97}",73.5,3.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 35.9, 'Profession intermédiaire': 25.9, 'Employé': 24.0, 'Ouvrier': 7.2}",5.0,12.3,7.6,10.9,45.2
78,78688,F,78960,10740.0,metro,Divers Centre,"78280,78180","{'LDVC': 53.1, 'LDVD': 30.91, 'LDVG': 15.97}",73.2,5.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 38.2, 'Profession intermédiaire': 30.9, 'Employé': 18.4, 'Ouvrier': 6.2}",5.0,8.3,5.2,13.1,36.3
79,79049,F,79300,19860.0,metro,Divers,,"{'LDIV': 76.52, 'LDVG': 23.47}",69.3,7.1,"{'Agriculteur': 2.1, 'Artisan, commerçant et chef d’entreprise': 6.2, 'Cadres': 13.0, 'Profession intermédiaire': 23.9, 'Employé': 24.4, 'Ouvrier': 30.4}",16.0,11.3,7.1,16.5,5.6
79,79191,M,79000,60074.0,metro,Divers Centre,,"{'LDVC': 67.98, 'LDVG': 9.58, 'LRN': 3.69}",67.7,5.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.0, 'Cadres': 24.0, 'Profession intermédiaire': 27.4, 'Employé': 31.0, 'Ouvrier': 13.5}",16.0,9.7,10.2,15.9,13.5
79,79202,M,79200,10121.0,metro,Divers Centre,,"{'LDVC': 59.02, 'LDIV': 40.97}",61.2,8.6,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.6, 'Cadres': 11.2, 'Profession intermédiaire': 25.6, 'Employé': 33.7, 'Ouvrier': 22.7}",19.0,6.9,13.3,15.5,5.2
79,79329,M,79100,13949.0,metro,Divers gauche,,"{'LDVG': 23.11, 'LDVC': 34.35}",62.1,9.9,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 11.2, 'Profession intermédiaire': 22.4, 'Employé': 27.1, 'Ouvrier': 33.2}",18.0,9.0,12.5,16.1,4.6
80,80001,M,80100,22406.0,metro,Union des Démocrates et des Indépendants,,"{'LUDI': 41.66, 'LREM': 29.4, 'LDVG': 20.53, 'LRN': 8.39}",55.4,7.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 11.7, 'Profession intermédiaire': 25.1, 'Employé': 32.8, 'Ouvrier': 25.3}",24.0,10.1,13.6,15.5,5.7
80,80021,M,"80000,80080,80090",134780.0,metro,Union du Centre,,"{'LUC': 45.79, 'LDVG': 35.95, 'LDIV': 18.25}",53.6,3.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 20.4, 'Profession intermédiaire': 30.6, 'Employé': 27.8, 'Ouvrier': 17.3}",26.0,11.9,8.2,16.8,14.2
81,81004,F,81000,50605.0,metro,Divers Centre,,"{'LDVC': 49.94, 'LUG': 39.88, 'LRN': 10.16}",57.3,5.8,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 17.5, 'Profession intermédiaire': 32.3, 'Employé': 28.7, 'Ouvrier': 14.2}",20.0,8.5,13.3,18.5,11.6
81,81065,M,81100,42700.0,metro,Divers droite,,"{'LDVD': 57.18, 'LDVC': 18.08, 'LUG': 17.07, 'LRN': 7.65}",61.1,6.6,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 14.5, 'Profession intermédiaire': 28.8, 'Employé': 33.1, 'Ouvrier': 16.2}",21.0,9.8,11.1,18.2,7.7
81,81099,F,81600,16080.0,metro,,,"{'LDVD': 52.87, 'LDVG': 8.36, 'LDIV': 10.75}",62.0,6.6,"{'Agriculteur': 1.2, 'Artisan, commerçant et chef d’entreprise': 10.3, 'Cadres': 13.1, 'Profession intermédiaire': 28.8, 'Employé': 28.7, 'Ouvrier': 18.0}",19.0,9.6,13.5,16.9,8.0
81,81105,M,81300,13275.0,metro,Divers gauche,,"{'LDVG': 44.01, 'LDIV': 30.37, 'LRN': 25.6}",57.6,7.4,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 11.0, 'Cadres': 10.2, 'Profession intermédiaire': 25.1, 'Employé': 26.3, 'Ouvrier': 26.7}",24.0,9.3,11.8,16.6,3.6
81,81140,M,81500,10884.0,metro,Les Républicains,,"{'LLR': 60.14, 'LECO': 26.87, 'LDVC': 12.97}",66.7,7.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.5, 'Cadres': 18.8, 'Profession intermédiaire': 30.4, 'Employé': 28.2, 'Ouvrier': 14.8}",14.0,8.4,11.5,17.7,9.5
81,81163,M,81200,10123.0,metro,Divers droite,,{'LDVD': 100.0},54.9,8.4,"{'Agriculteur': 1.1, 'Artisan, commerçant et chef d’entreprise': 8.9, 'Cadres': 13.1, 'Profession intermédiaire': 26.0, 'Employé': 26.5, 'Ouvrier': 24.4}",24.0,8.5,19.5,17.4,5.6
82,82033,M,82100,14335.0,metro,Divers Centre,,"{'LDVC': 51.9, 'LDVD': 35.66, 'LDVG': 12.42}",60.4,6.5,"{'Agriculteur': 1.7, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 10.3, 'Profession intermédiaire': 19.6, 'Employé': 38.1, 'Ouvrier': 24.2}",21.0,11.3,10.5,18.9,4.1
82,82112,M,82200,13652.0,metro,Rassemblement National,82100,"{'LRN': 62.45, 'LDVG': 37.54}",56.5,7.0,"{'Agriculteur': 2.8, 'Artisan, commerçant et chef d’entreprise': 8.2, 'Cadres': 11.0, 'Profession intermédiaire': 21.2, 'Employé': 29.0, 'Ouvrier': 27.9}",26.0,11.5,12.6,17.6,5.1
82,82121,F,82000,62487.0,metro,,,"{'LLR': 54.45, 'LUG': 45.54}",63.6,5.8,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 16.5, 'Profession intermédiaire': 28.7, 'Employé': 30.7, 'Ouvrier': 17.7}",19.0,11.3,10.0,19.1,9.6
83,83016,M,83330,10098.0,metro,Divers,,"{'LDIV': 55.29, 'LREM': 18.04, 'LDVD': 17.82, 'LRN': 8.83}",68.8,7.0,"{'Agriculteur': 1.9, 'Artisan, commerçant et chef d’entreprise': 16.4, 'Cadres': 11.5, 'Profession intermédiaire': 21.6, 'Employé': 34.1, 'Ouvrier': 14.5}",,8.9,10.5,19.4,11.7
83,83023,M,83170,17846.0,metro,Divers droite,,"{'LDVD': 79.07, 'LDIV': 20.92}",60.8,5.8,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 7.6, 'Cadres': 12.0, 'Profession intermédiaire': 26.2, 'Employé': 29.3, 'Ouvrier': 24.2}",23.0,12.8,9.7,19.6,5.5
83,83042,M,83310,12076.0,metro,Extrême droite,,"{'LEXD': 58.02, 'LDVC': 41.97}",66.5,6.2,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 19.5, 'Cadres': 10.5, 'Profession intermédiaire': 23.4, 'Employé': 26.2, 'Ouvrier': 19.9}",17.0,10.4,8.5,22.1,5.7
83,83047,M,83260,19416.0,metro,Divers droite,83210,"{'LDVD': 87.04, 'LDVG': 12.95}",68.9,7.4,"{'Agriculteur': 2.5, 'Artisan, commerçant et chef d’entreprise': 17.1, 'Cadres': 10.3, 'Profession intermédiaire': 22.9, 'Employé': 24.2, 'Ouvrier': 23.0}",9.0,9.2,7.6,20.5,7.9
83,83049,M,83390,12841.0,metro,Divers Centre,83210,"{'LDVC': 35.46, 'LDVD': 11.27, 'LRN': 23.54}",71.7,4.6,"{'Agriculteur': 2.0, 'Artisan, commerçant et chef d’entreprise': 10.7, 'Cadres': 12.6, 'Profession intermédiaire': 27.8, 'Employé': 26.4, 'Ouvrier': 20.6}",13.0,14.1,10.1,20.3,8.2
83,83050,M,83300,40789.0,metro,Divers Centre,,"{'LDVC': 53.54, 'LLR': 27.63, 'LDVD': 6.2}",61.4,6.2,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 8.7, 'Cadres': 14.1, 'Profession intermédiaire': 28.2, 'Employé': 35.9, 'Ouvrier': 12.8}",20.0,11.2,9.4,20.6,8.2
83,83061,M,"83370,83600",58499.0,metro,Rassemblement National,,"{'LRN': 50.6, 'LDVC': 18.49, 'LUC': 12.98, 'LDVG': 7.65, 'LDVD': 2.6}",64.7,7.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 11.4, 'Cadres': 11.3, 'Profession intermédiaire': 27.2, 'Employé': 32.3, 'Ouvrier': 17.6}",18.0,10.3,11.1,19.1,8.3
83,83062,F,83130,26316.0,metro,,"83210,83220,83160","{'LLR': 49.71, 'LDVG': 40.93, 'LCOM': 9.35}",60.2,6.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 15.7, 'Profession intermédiaire': 29.8, 'Employé': 29.2, 'Ouvrier': 18.9}",14.0,9.0,10.9,19.7,10.7
83,83069,M,83400,55384.0,metro,Les Républicains,"83250,83260","{'LLR': 48.2, 'LDVD': 39.16, 'LRN': 12.63}",63.5,6.5,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 9.0, 'Cadres': 13.0, 'Profession intermédiaire': 29.4, 'Employé': 34.1, 'Ouvrier': 13.7}",16.0,8.6,12.7,20.4,10.6
83,83071,M,83250,11010.0,metro,Les Républicains,"83390,83400",{'LLR': 100.0},62.0,11.1,"{'Agriculteur': 2.1, 'Artisan, commerçant et chef d’entreprise': 15.1, 'Cadres': 9.5, 'Profession intermédiaire': 23.3, 'Employé': 28.8, 'Ouvrier': 21.1}",12.0,6.9,13.0,20.3,7.0
83,83073,M,83340,11124.0,metro,Divers Centre,,"{'LDVC': 55.73, 'LRN': 44.26}",63.8,5.9,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 9.3, 'Cadres': 10.2, 'Profession intermédiaire': 22.9, 'Employé': 33.6, 'Ouvrier': 23.1}",21.0,11.3,12.4,21.4,4.6
83,83090,M,83190,14320.0,metro,,,"{'LDVD': 84.66, 'LDVG': 15.33}",69.9,5.6,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 7.4, 'Cadres': 26.3, 'Profession intermédiaire': 25.1, 'Employé': 30.4, 'Ouvrier': 10.5}",12.0,9.3,12.2,19.3,11.4
83,83098,M,83220,10582.0,metro,Les Républicains,"83130,83160","{'LLR': 48.52, 'LDVG': 43.95, 'LDVD': 7.51}",67.8,7.6,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 13.1, 'Cadres': 10.8, 'Profession intermédiaire': 32.9, 'Employé': 29.3, 'Ouvrier': 13.0}",10.0,8.2,13.1,18.3,13.2
83,83107,M,"83380,83520",15006.0,metro,Divers Centre,83120,"{'LDVC': 56.74, 'LDIV': 24.92, 'LDVD': 18.33}",69.3,8.4,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 18.1, 'Cadres': 12.6, 'Profession intermédiaire': 26.2, 'Employé': 22.6, 'Ouvrier': 19.7}",11.0,9.7,12.0,21.6,8.6
83,83112,M,83270,11668.0,metro,Divers droite,83330,"{'LDVD': 35.09, 'LDVG': 14.37}",67.9,7.2,"{'Agriculteur': 1.3, 'Artisan, commerçant et chef d’entreprise': 15.6, 'Cadres': 12.7, 'Profession intermédiaire': 25.3, 'Employé': 29.6, 'Ouvrier': 15.6}",10.0,7.2,15.4,18.8,15.0
83,83115,M,83120,14394.0,metro,Divers droite,83310,{'LDVD': 8.12},64.5,6.1,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 18.3, 'Cadres': 10.7, 'Profession intermédiaire': 19.6, 'Employé': 30.5, 'Ouvrier': 20.4}",15.0,8.1,14.2,19.1,7.4
83,83116,M,83470,17691.0,metro,Divers gauche,83170,"{'LDVG': 47.48, 'LDVD': 36.97, 'LREM': 15.54}",67.1,6.8,"{'Agriculteur': 1.2, 'Artisan, commerçant et chef d’entreprise': 14.0, 'Cadres': 14.0, 'Profession intermédiaire': 24.6, 'Employé': 30.1, 'Ouvrier': 16.2}",11.0,9.5,8.9,19.1,9.7
83,83118,M,"83530,83700",36632.0,metro,Divers droite,,"{'LDVD': 12.32, 'LRN': 12.64, 'LVEC': 8.9, 'LREM': 6.78, 'LDLF': 2.19}",62.8,8.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 15.3, 'Cadres': 15.0, 'Profession intermédiaire': 25.9, 'Employé': 31.8, 'Ouvrier': 11.9}",13.0,7.3,15.7,20.7,11.1
83,83123,M,83110,17938.0,metro,,"83140,83190","{'LDVD': 22.72, 'LDVG': 8.56}",64.6,9.2,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 17.1, 'Cadres': 12.3, 'Profession intermédiaire': 23.1, 'Employé': 34.8, 'Ouvrier': 12.3}",11.0,5.7,17.2,18.8,12.9
83,83129,M,83140,36843.0,metro,Divers droite,"83110,83190","{'LDVD': 6.56, 'LRN': 23.64, 'LCOM': 9.94, 'LDVC': 8.96}",65.1,8.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 12.9, 'Cadres': 15.6, 'Profession intermédiaire': 28.0, 'Employé': 28.3, 'Ouvrier': 15.0}",11.0,7.7,13.4,19.8,10.1
83,83130,M,83210,12210.0,metro,Divers droite,83260,"{'LDVD': 66.22, 'LDVG': 17.27, 'LEXD': 16.49}",66.2,6.5,"{'Agriculteur': 1.2, 'Artisan, commerçant et chef d’entreprise': 12.8, 'Cadres': 11.7, 'Profession intermédiaire': 27.5, 'Employé': 28.1, 'Ouvrier': 18.6}",14.0,10.9,10.8,20.4,7.1
83,83137,F,"83000,83100,83200",180834.0,metro,,"83190,83160","{'LLR': 61.39, 'LRN': 14.99, 'LDVG': 9.12, 'LREM': 7.32, 'LECO': 3.9, 'LDVD': 2.37, 'LEXG': 0.88}",61.5,5.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 17.6, 'Profession intermédiaire': 29.1, 'Employé': 32.5, 'Ouvrier': 13.8}",22.0,11.7,10.9,20.6,10.5
83,83144,M,83160,23660.0,metro,Divers droite,"83130,83210","{'LDVD': 64.34, 'LREM': 19.28, 'LRN': 16.36}",69.6,6.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.4, 'Cadres': 11.8, 'Profession intermédiaire': 28.1, 'Employé': 40.8, 'Ouvrier': 12.8}",12.0,10.0,12.2,22.1,8.7
83,83148,M,83550,12712.0,metro,Divers droite,83340,"{'LDVD': 86.14, 'LDIV': 13.85}",66.3,7.0,"{'Agriculteur': 2.9, 'Artisan, commerçant et chef d’entreprise': 19.4, 'Cadres': 9.8, 'Profession intermédiaire': 19.3, 'Employé': 27.6, 'Ouvrier': 21.0}",18.0,11.3,9.8,19.2,5.1
84,30351,F,30400,12950.0,metro,Divers droite,,{},68.3,6.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 13.0, 'Cadres': 19.2, 'Profession intermédiaire': 29.3, 'Employé': 27.5, 'Ouvrier': 10.9}",10.0,7.2,10.8,17.3,23.7
84,84003,F,84400,10297.0,metro,,,"{'LDVD': 54.31, 'LREM': 29.93, 'LECO': 9.29, 'LDVG': 6.46}",56.5,6.7,"{'Agriculteur': 0.8, 'Artisan, commerçant et chef d’entreprise': 11.1, 'Cadres': 15.4, 'Profession intermédiaire': 22.4, 'Employé': 29.0, 'Ouvrier': 21.2}",27.0,9.8,13.6,18.2,8.7
84,84007,F,"84000,84140",91760.0,metro,Divers gauche,84130,"{'LDVG': 45.62, 'LRN': 30.06, 'LVEC': 15.29, 'LLR': 9.02}",54.2,4.0,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.6, 'Cadres': 19.6, 'Profession intermédiaire': 31.2, 'Employé': 27.9, 'Ouvrier': 14.5}",33.0,14.9,9.2,17.6,11.7
84,84019,M,84500,13871.0,metro,Divers,,"{'LDIV': 51.81, 'LEXD': 48.18}",57.7,9.0,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 8.7, 'Cadres': 11.5, 'Profession intermédiaire': 30.3, 'Employé': 27.7, 'Ouvrier': 21.3}",25.0,12.4,10.3,15.8,4.7
84,84031,M,84200,30854.0,metro,Divers gauche,,"{'LDVG': 45.81, 'LEXD': 39.17, 'LLR': 15.0}",59.7,5.6,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 8.8, 'Cadres': 13.8, 'Profession intermédiaire': 28.3, 'Employé': 29.2, 'Ouvrier': 19.3}",28.0,13.5,10.8,16.9,6.7
84,84035,M,84300,25890.0,metro,Les Républicains,,"{'LLR': 65.18, 'LRN': 34.81}",61.3,4.9,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 8.3, 'Cadres': 13.0, 'Profession intermédiaire': 24.9, 'Employé': 24.9, 'Ouvrier': 28.4}",27.0,13.8,10.0,16.4,5.7
84,84054,M,84800,20315.0,metro,Divers droite,,"{'LDVD': 53.41, 'LDVG': 29.99, 'LEXD': 16.59}",64.3,6.4,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 14.2, 'Cadres': 12.1, 'Profession intermédiaire': 26.1, 'Employé': 27.1, 'Ouvrier': 19.5}",16.0,9.0,11.5,18.9,8.9
